anon,comment,commenthidden,lang,minor,parentid,revid,roles,size,suppressed,tags,timestamp,title,user,userhidden
,/* Nueva ofensiva terrestre */ Actualización.,,es,,75714200,75716549,main,77914,,,2014-07-21 23:20:45,Conflicto entre la Franja de Gaza e Israel de 2014,Capucine8,
,,,es,,75713763,75714200,main,76614,,,2014-07-21 21:21:38,Conflicto entre la Franja de Gaza e Israel de 2014,Gonville,
,,,es,,75711673,75713763,main,76453,,,2014-07-21 21:00:07,Conflicto entre la Franja de Gaza e Israel de 2014,Gonville,
,/* Civiles */ Ortografía corregida,,es,,75708942,75711673,main,75156,,"mobile app edit,mobile edit",2014-07-21 19:12:50,Conflicto entre la Franja de Gaza e Israel de 2014,81.184.72.8,
,/* Nueva ofensiva terrestre */,,es,,75708907,75708942,main,75155,,,2014-07-21 17:13:37,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75708848,75708907,main,75144,,,2014-07-21 17:12:29,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75708792,75708848,main,74721,,,2014-07-21 17:10:33,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75708709,75708792,main,74919,,,2014-07-21 17:08:17,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,,,es,,75708094,75708709,main,74420,,,2014-07-21 17:05:44,Conflicto entre la Franja de Gaza e Israel de 2014,Pableras96,
,/* Nueva ofensiva terrestre */,,es,,75707833,75708094,main,73910,,,2014-07-21 16:47:50,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75707746,75707833,main,73904,,,2014-07-21 16:40:52,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,/* Nueva ofensiva terrestre */,,es,,75707582,75707746,main,73773,,,2014-07-21 16:38:27,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,/* Nueva ofensiva terrestre */,,es,,75705824,75707582,main,73639,,,2014-07-21 16:34:00,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,/* Reacciones internacionales */,,es,,75705682,75705824,main,73272,,,2014-07-21 15:42:38,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75705530,75705682,main,73088,,,2014-07-21 15:37:58,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75703475,75705530,main,72254,,,2014-07-21 15:33:12,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75703327,75703475,main,71546,,"mobile app edit,mobile edit",2014-07-21 14:31:29,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,,,es,,75701768,75703327,main,71541,,"mobile app edit,mobile edit",2014-07-21 14:27:54,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,/* Alto el fuego y tregua humanitaria */,,es,,75698509,75701768,main,71530,,,2014-07-21 13:15:05,Conflicto entre la Franja de Gaza e Israel de 2014,El Ayudante,
,/* Protestas */,,es,,75698314,75698509,main,71526,,,2014-07-21 05:43:33,Conflicto entre la Franja de Gaza e Israel de 2014,186.46.79.169,
,/* Reacciones internacionales */,,es,,75698279,75698314,main,71267,,,2014-07-21 05:20:06,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75698246,75698279,main,71125,,,2014-07-21 05:15:58,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,/* Reacciones internacionales */,,es,,75698149,75698246,main,71111,,,2014-07-21 05:09:57,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,/* Nueva ofensiva terrestre */,,es,,75698110,75698149,main,70510,,,2014-07-21 04:59:56,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75697424,75698110,main,70397,,,2014-07-21 04:56:23,Conflicto entre la Franja de Gaza e Israel de 2014,Msacla,
,,,es,,75691769,75697424,main,69841,,,2014-07-21 03:47:21,Conflicto entre la Franja de Gaza e Israel de 2014,Adriank,
,/* Reacciones internacionales */,,es,,75691721,75691769,main,69841,,,2014-07-20 21:16:01,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75690472,75691721,main,69371,,,2014-07-20 21:13:12,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75689908,75690472,main,68950,,"mobile app edit,mobile edit",2014-07-20 20:06:23,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,,,es,,75689856,75689908,main,68905,,,2014-07-20 19:38:23,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75688679,75689856,main,68381,,,2014-07-20 19:35:41,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75688638,75688679,main,67800,,,2014-07-20 18:22:26,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75686703,75688638,main,67345,,,2014-07-20 18:20:02,Conflicto entre la Franja de Gaza e Israel de 2014,Uricm55,
,Deshecha la edición 75686532 de [[Especial:Contribuciones/186.71.37.222|186.71.37.222]] ([[Usuario Discusión:186.71.37.222|disc.]]),,es,,75686532,75686703,main,68150,,,2014-07-20 16:02:04,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75686415,75686532,main,68144,,,2014-07-20 15:51:53,Conflicto entre la Franja de Gaza e Israel de 2014,186.71.37.222,
,/* Reacciones internacionales */,,es,,75685207,75686415,main,68150,,,2014-07-20 15:46:40,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Protestas */,,es,,75681620,75685207,main,67325,,,2014-07-20 14:13:34,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75674021,75681620,main,66406,,visualeditor,2014-07-20 06:04:43,Conflicto entre la Franja de Gaza e Israel de 2014,LlegóelBigotee,
,,,es,,75673630,75674021,main,66415,,,2014-07-19 19:34:35,Conflicto entre la Franja de Gaza e Israel de 2014,37.15.239.48,
,,,es,,75673372,75673630,main,66104,,,2014-07-19 19:08:00,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75671951,75673372,main,66103,,"mobile app edit,mobile edit",2014-07-19 18:50:23,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,/* Protestas */,,es,,75670839,75671951,main,66103,,,2014-07-19 17:25:01,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Notas */,,es,,75670465,75670839,main,65149,,,2014-07-19 16:15:13,Conflicto entre la Franja de Gaza e Israel de 2014,Farisori,
,,,es,,75668714,75670465,main,65147,,,2014-07-19 15:51:26,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75667474,75668714,main,64672,,,2014-07-19 13:19:06,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75667409,75667474,main,64673,,,2014-07-19 10:18:19,Conflicto entre la Franja de Gaza e Israel de 2014,81.37.223.64,
,,,es,,75667393,75667409,main,64673,,,2014-07-19 10:08:58,Conflicto entre la Franja de Gaza e Israel de 2014,81.37.223.64,
,,,es,,75666616,75667393,main,64673,,,2014-07-19 10:05:34,Conflicto entre la Franja de Gaza e Israel de 2014,81.37.223.64,
,/* Reacciones internacionales */ agrego Costa Rica,,es,,75664143,75666616,main,64685,,,2014-07-19 07:54:04,Conflicto entre la Franja de Gaza e Israel de 2014,Dereck Camacho,
,,,es,,75664125,75664143,main,63216,,,2014-07-19 02:48:35,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,actualizo cifras,,es,,75664091,75664125,main,63218,,,2014-07-19 02:47:01,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles */,,es,,75652072,75664091,main,62941,,,2014-07-19 02:43:34,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,№ reservistas de Israel,,es,,75652027,75652072,main,62586,,,2014-07-18 13:43:50,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,Actualizo datos,,es,,75651281,75652027,main,62302,,,2014-07-18 13:40:13,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,,,es,,75650967,75651281,main,61916,,"mobile app edit,mobile edit",2014-07-18 12:13:36,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,/* Reacciones internacionales */,,es,,75650957,75650967,main,61917,,,2014-07-18 11:38:28,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75650920,75650957,main,61917,,,2014-07-18 11:37:17,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto el fuego y tregua humanitaria */,,es,,75650773,75650920,main,61271,,,2014-07-18 11:33:02,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75649722,75650773,main,61152,,,2014-07-18 11:18:05,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Inicio de los bombardeos */ Corrección ortográfica,,es,,75647560,75649722,main,60733,,,2014-07-18 09:06:36,Conflicto entre la Franja de Gaza e Israel de 2014,Hiperterminal,
,/* Civiles */,,es,,75645955,75647560,main,60732,,,2014-07-18 03:42:42,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75644583,75645955,main,59897,,,2014-07-18 01:43:29,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Nueva ofensiva terrestre */,,es,,75643995,75644583,main,59473,,,2014-07-18 00:11:16,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"Deshecha la edición 75643954 de [[Especial:Contribuciones/93.40.149.5|93.40.149.5]] ([[Usuario Discusión:93.40.149.5|disc.]]) fuentes? si ves, se ha colocado referencias a cada país nombrado. agradecería que hagas lo mismo :)",,es,,75643954,75643995,main,58953,,,2014-07-17 23:29:29,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Protestas */,,es,,75643530,75643954,main,58961,,,2014-07-17 23:26:44,Conflicto entre la Franja de Gaza e Israel de 2014,93.40.149.5,
,/* Alto el fuego y tregua humanitaria */,,es,,75639530,75643530,main,58953,,,2014-07-17 22:57:30,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75637037,75639530,main,57955,,,2014-07-17 19:16:57,Conflicto entre la Franja de Gaza e Israel de 2014,92.59.208.162,
,fin plantilla en uso,,es,,75637029,75637037,main,57971,,,2014-07-17 17:04:41,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles de Gaza */,,es,,75637014,75637029,main,57997,,,2014-07-17 17:04:07,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles de Gaza */,,es,,75636939,75637014,main,58005,,,2014-07-17 17:03:35,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"plantilla cita web, y quito contenido repetido",,es,,75636803,75636939,main,57999,,,2014-07-17 17:00:04,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"plantilla ""en uso"". voy a mejorar una edición",,es,,75636621,75636803,main,58847,,,2014-07-17 16:50:36,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75636007,75636621,main,59472,,,2014-07-17 16:37:31,Conflicto entre la Franja de Gaza e Israel de 2014,ScottyNolan,
,/* Protestas */,,es,,75635950,75636007,main,55575,,,2014-07-17 15:59:57,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75635911,75635950,main,55073,,,2014-07-17 15:54:54,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75635759,75635911,main,54942,,,2014-07-17 15:52:19,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles de Gaza */,,es,,75635683,75635759,main,54806,,,2014-07-17 15:43:58,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto el fuego y tregua humanitaria */,,es,,75635229,75635683,main,54640,,,2014-07-17 15:39:28,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"/* Enlaces externos */  agrego enlaces, ver discusión",,es,,75633232,75635229,main,52791,,,2014-07-17 15:08:51,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,Deshecha la edición 75633038 de [[Especial:Contribuciones/88.3.223.111|88.3.223.111]] ([[Usuario Discusión:88.3.223.111|disc.]]) Cambios sustanciales no referenciados ni consensuados ([[WP:PVN]]),,es,,75633212,75633232,main,52327,,,2014-07-17 12:21:02,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,"Deshecha la edición 75633176 de [[Especial:Contribuciones/88.3.223.111|88.3.223.111]] ([[Usuario Discusión:88.3.223.111|disc.]]) No son partido políticos, son beligerantes",,es,,75633176,75633212,main,53047,,,2014-07-17 12:19:08,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,"No tiene ningún sentido citar a todos los partidos políticos que han obtenido representación en Gaza. Gaza es una región de un Estado reconocido internacionalmente como es Palestina, que ha elegido a un gobierno democráticamente.",,es,,75633153,75633176,main,52530,,,2014-07-17 12:16:54,Conflicto entre la Franja de Gaza e Israel de 2014,88.3.223.111,
,,,es,,75633038,75633153,main,53047,,,2014-07-17 12:15:25,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,,,es,,75632853,75633038,main,53122,,,2014-07-17 12:06:26,Conflicto entre la Franja de Gaza e Israel de 2014,88.3.223.111,
,Datos,,es,,75632813,75632853,main,52402,,,2014-07-17 11:45:31,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,/* Protestas */,,es,,75631679,75632813,main,52190,,,2014-07-17 11:40:21,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,/* Protestas */,,es,,75631673,75631679,main,51922,,,2014-07-17 09:01:53,Conflicto entre la Franja de Gaza e Israel de 2014,R1107,
,/* Protestas */,,es,,75631646,75631673,main,51921,,,2014-07-17 09:00:34,Conflicto entre la Franja de Gaza e Israel de 2014,R1107,
,/* Protestas */,,es,,75629319,75631646,main,51753,,,2014-07-17 08:55:26,Conflicto entre la Franja de Gaza e Israel de 2014,R1107,
,/* Alto el fuego y tregua humanitaria */,,es,,75629287,75629319,main,51588,,,2014-07-17 03:02:01,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto el fuego y tregua humanitaria */,,es,,75628920,75629287,main,51434,,,2014-07-17 02:58:48,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75628336,75628920,main,50928,,,2014-07-17 02:29:06,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,actualizo cifras: 49 niños fallecidos,,es,,75628257,75628336,main,49759,,,2014-07-17 02:15:21,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75623794,75628257,main,49759,,,2014-07-17 02:12:49,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75623374,75623794,main,49385,,,2014-07-16 22:47:58,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto el fuego y tregua humanitaria */,,es,,75623007,75623374,main,48853,,,2014-07-16 22:25:25,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,muevo imagen para reacomodar los textos (por la ficha),,es,,75622970,75623007,main,48469,,,2014-07-16 22:05:37,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,causas,,es,,75622889,75622970,main,48468,,,2014-07-16 22:03:08,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto el fuego y tregua humanitaria */,,es,,75621999,75622889,main,48178,,,2014-07-16 21:58:47,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75621939,75621999,main,47520,,,2014-07-16 21:06:31,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75621766,75621939,main,47096,,,2014-07-16 21:03:09,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75621695,75621766,main,46567,,,2014-07-16 20:54:59,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones internacionales */,,es,,75621564,75621695,main,45932,,,2014-07-16 20:50:29,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75621519,75621564,main,44928,,,2014-07-16 20:43:51,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75621502,75621519,main,44976,,,2014-07-16 20:41:50,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto el fuego */,,es,,75616411,75621502,main,44937,,,2014-07-16 20:40:20,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Desarrollo */,,es,,75615251,75616411,main,44454,,,2014-07-16 15:17:59,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75615246,75615251,main,43842,,,2014-07-16 13:46:45,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,actualizo cifras,,es,,75615017,75615246,main,43842,,,2014-07-16 13:46:04,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75614610,75615017,main,43867,,"mobile app edit,mobile edit",2014-07-16 13:23:07,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,Beligerantes según Wikipedia en inglés,,es,,75613236,75614610,main,43859,,,2014-07-16 12:42:15,Conflicto entre la Franja de Gaza e Israel de 2014,85.53.186.169,
,,,es,,75613201,75613236,main,43139,,,2014-07-16 09:32:17,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,Banderas en la ficha,,es,,75610912,75613201,main,43084,,,2014-07-16 09:27:21,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,"Deshecha la edición 75610781 de [[Especial:Contribuciones/Gastón Cuello|Gastón Cuello]] ([[Usuario Discusión:Gastón Cuello|disc.]]) Podemos basarnos en la versión en inglés del árticulo, Asi se podrá comparar el porcentaje de civiles muertos",,es,,75610781,75610912,main,42380,,,2014-07-16 03:52:01,Conflicto entre la Franja de Gaza e Israel de 2014,ITESM17,
,"queda mejor poner ""un civil fallecido""",,es,,75610766,75610781,main,42370,,,2014-07-16 03:43:02,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,Se añadio la información importante de que los fallecidos israelies por el conflicto son 100% civiles. Tomado de la versión en onglés de Wikipedia.,,es,,75606665,75610766,main,42380,,,2014-07-16 03:41:30,Conflicto entre la Franja de Gaza e Israel de 2014,ITESM17,
,/* Reacciones internacionales */,,es,,75606558,75606665,main,42364,,,2014-07-15 23:08:09,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75605319,75606558,main,42360,,visualeditor,2014-07-15 23:03:17,Conflicto entre la Franja de Gaza e Israel de 2014,LlegóelBigotee,
,/* Reacciones internacionales */ foto de saint-étienne,,es,,75603334,75605319,main,42347,,,2014-07-15 22:06:39,Conflicto entre la Franja de Gaza e Israel de 2014,Fabienamnet,
,/* Desarrollo */ Mapa: fuente desconocida.,,es,,75600371,75603334,main,42211,,,2014-07-15 21:00:20,Conflicto entre la Franja de Gaza e Israel de 2014,Capucine8,
,+cambio mapa y muevo,,es,,75598167,75600371,main,42190,,,2014-07-15 19:44:33,Conflicto entre la Franja de Gaza e Israel de 2014,Nerika,
,/* Alto al fuego */,,es,,75597837,75598167,main,42211,,"mobile app edit,mobile edit",2014-07-15 17:48:45,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,La Defensa israelí informó sobre la primera víctima mortal en Israel tras el inicio del operativo,,es,,75597666,75597837,main,42211,,,2014-07-15 17:26:30,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Trasfondo */ VT: elimino enlace a artículo no relacionado y otro sesgado.,,es,,75596598,75597666,main,42057,,,2014-07-15 17:17:02,Conflicto entre la Franja de Gaza e Israel de 2014,Capucine8,
,/* Trasfondo */,,es,,75596262,75596598,main,42111,,,2014-07-15 16:11:06,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75595701,75596262,main,42107,,,2014-07-15 15:50:40,Conflicto entre la Franja de Gaza e Israel de 2014,62.42.171.183,
,/* Alto al fuego */,,es,,75595538,75595701,main,42100,,,2014-07-15 15:16:15,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto al fuego */,,es,,75594647,75595538,main,42095,,,2014-07-15 15:06:07,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Alto al fuego */,,es,,75594418,75594647,main,41799,,,2014-07-15 13:58:49,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,Más datos.,,es,,75594119,75594418,main,41304,,,2014-07-15 13:38:34,Conflicto entre la Franja de Gaza e Israel de 2014,Capucine8,
,"/* Reacciones */ ""Reacciones internacionales""",,es,,75593949,75594119,main,40662,,,2014-07-15 13:05:13,Conflicto entre la Franja de Gaza e Israel de 2014,Capucine8,
,,,es,,75593690,75593949,main,40646,,,2014-07-15 12:47:28,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,Eliminando la [[Categoría:Conflicto israelí-palestino]]; Añadiendo la [[Categoría:Conflictos israelí-palestinos en la Franja de Gaza]] mediante [[Wikipedia:HotCat|HotCat]],,es,,75593331,75593690,main,40598,,,2014-07-15 12:21:16,Conflicto entre la Franja de Gaza e Israel de 2014,Capucine8,
,"Bot: Cambiando The_remains_of_unidentified_body,_which_demonstrates_the_brutality_of_Israel._7.8.2014.jpg por [[Archivo:Remains_of_unidentified_body_in_Gaza_during_Operation_Protective_Edge._7.8.2014.jpg]] (pedido por [[commons:User:Ymblanter|Ymblanter...",,es,,75592991,75593331,main,40575,,,2014-07-15 11:38:48,Conflicto entre la Franja de Gaza e Israel de 2014,CommonsDelinker,
,,,es,,75592940,75592991,main,40582,,,2014-07-15 10:44:38,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,,,es,,75592865,75592940,main,40515,,,2014-07-15 10:33:48,Conflicto entre la Franja de Gaza e Israel de 2014,MrCharro,
,,,es,,75592824,75592865,main,40498,,"mobile app edit,mobile edit",2014-07-15 10:21:26,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,"/* Trasfondo */ Aclaración de las detenciones. ""Muchas"" > Cientos de personas.",,es,,75592804,75592824,main,40506,,,2014-07-15 10:12:26,Conflicto entre la Franja de Gaza e Israel de 2014,Zaryabak,
,,,es,,75592327,75592804,main,39992,,"mobile app edit,mobile edit",2014-07-15 10:09:38,Conflicto entre la Franja de Gaza e Israel de 2014,Fran Vallina Martínez,
,,,es,,75589759,75592327,main,39951,,,2014-07-15 08:45:52,Conflicto entre la Franja de Gaza e Israel de 2014,Farisori,
,/* Ofensiva terrestre */,,es,,75585572,75589759,main,39924,,,2014-07-15 03:18:27,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"actualizo: 184 palestinos fallecidos, 1300 heridos aprox. y dos menores israelíes heridos",,es,,75585392,75585572,main,39602,,,2014-07-14 22:35:36,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Trasfondo */,,es,,75585370,75585392,main,39340,,,2014-07-14 22:24:38,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles de Gaza */,,es,,75585335,75585370,main,39136,,,2014-07-14 22:23:19,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Ofensiva terrestre */,,es,,75585228,75585335,main,39075,,,2014-07-14 22:20:41,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones */,,es,,75584235,75585228,main,38555,,,2014-07-14 22:15:00,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,Deshecha la edición 75583930 de [[Especial:Contribuciones/Adam080|Adam080]] ([[Usuario Discusión:Adam080|disc.]]),,es,,75583930,75584235,main,38318,,,2014-07-14 21:27:35,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75583810,75583930,main,38345,,visualeditor,2014-07-14 21:12:17,Conflicto entre la Franja de Gaza e Israel de 2014,Adam080,
,/* Civiles de Gaza */  agrego declaraciones de un portavoz del ejército israelí,,es,,75583202,75583810,main,38318,,,2014-07-14 21:06:35,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"+muevo bloque de texto, sucesión cronológica",,es,,75583169,75583202,main,37236,,,2014-07-14 20:37:40,Conflicto entre la Franja de Gaza e Israel de 2014,Nerika,
,/* Civiles de Gaza */,,es,,75582922,75583169,main,37182,,,2014-07-14 20:36:06,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles de Gaza */,,es,,75579791,75582922,main,36454,,,2014-07-14 20:24:41,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Civiles de Gaza */,,es,,75579768,75579791,main,35917,,,2014-07-14 17:27:08,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75579753,75579768,main,35835,,,2014-07-14 17:25:17,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75579699,75579753,main,35749,,,2014-07-14 17:24:02,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75579553,75579699,main,35496,,,2014-07-14 17:21:05,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,prefiero consultar en discusión antes,,es,,75579516,75579553,main,34612,,,2014-07-14 17:11:35,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Trasfondo */,,es,,75579477,75579516,main,34784,,,2014-07-14 17:09:13,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,creo yo que es preferible poner un mapa de la Franja en español,,es,,75579458,75579477,main,34612,,,2014-07-14 17:05:53,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,"/* Ofensiva terrestre */  detalles de la fecha, sacadas del artículo sobre la ofensiva terreste en Wikinoticias",,es,,75579416,75579458,main,34613,,,2014-07-14 17:05:12,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones */,,es,,75579327,75579416,main,34590,,,2014-07-14 17:02:41,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones */,,es,,75579220,75579327,main,34362,,,2014-07-14 16:57:08,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,/* Reacciones */,,es,,75579112,75579220,main,33752,,,2014-07-14 16:50:17,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75579063,75579112,main,33380,,,2014-07-14 16:44:11,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75578824,75579063,main,32930,,,2014-07-14 16:41:21,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
,,,es,,75578747,75578824,main,32930,,,2014-07-14 16:27:28,Conflicto entre la Franja de Gaza e Israel de 2014,Gastón Cuello,
