lang,link
he,http://10tv.nana10.co.il/Article/?ArticleID=1071965
he,http://10tv.nana10.co.il/Article/?ArticleID=1069809
he,http://10tv.nana10.co.il/Article/?ArticleID=1077262
he,http://10tv.nana10.co.il/Article/?ArticleID=1070756
he,http://10tv.nana10.co.il/Article/?ArticleID=1131665
he,http://adalah.org/eng/Articles/2310/Palestinian-NGOs-in-Israel-to-UN-HRC:-Gross-Human-of
he,http://besacenter.us6.list-manage1.com/track/click?u=7e381afc91d1b09aec08b492b&id=5fdb631d24&e=6c57abf7b4
he,http://doctorsonly.co.il/2014/08/82669/
he,http://glz.co.il/1064-48480-he/Galatz.aspx
he,http://glz.co.il/1087-46880-HE/Galatz.aspx
he,http://heb.inss.org.il/index.aspx?id=4354&articleid=7081
he,http://heb.inss.org.il/index.aspx?id=4354&articleid=7466
he,http://heb.inss.org.il/index.aspx?id=4354&articleid=7319
he,http://i-hls.com/he/2014/09/israels-policies-operation-protective-edge-defeat-deterrence-settlement/
he,http://iaf.org.il/4410-42167-HE/IAF.aspx
he,http://iaf.org.il/4410-42206-HE/IAF.aspx
he,http://iaf.org.il/4410-42212-HE/IAF.aspx
he,http://images1.ynet.co.il/PicServer4/2014/08/01/5497300/info_shgurim_english.jpg
he,http://images1.ynet.co.il/PicServer4/2014/08/26/5548539/info_shgurim260814.jpg
he,http://mfa.gov.il/MFA/ForeignPolicy/IsraelGaza2014/Pages/2014-Gaza-Conflict-Factual-and-Legal-Aspects.aspx
he,http://mfa.gov.il/MFAHEB/PressRoom/Pages/FM_Liberman_meets_with_UN_Secretary_General_Ban_Ki-moon_230714.aspx
he,http://mfa.gov.il/ProtectiveEdge/Documents/PalestinianFatalities.pdf
he,http://mfa.gov.il/ProtectiveEdge/Documents/2014GazaConflictFullReport.pdf
he,http://mfa.gov.il/ProtectiveEdge/Pages/default.aspx
he,http://mida.org.il/?p=32131
he,http://mida.org.il/?p=33025
he,http://my.ynet.co.il/pic/news/tza.pdf
he,http://news.nana10.co.il/Article/?ArticleID=1070142
he,http://news.nana10.co.il/Article/?ArticleID=1069674
he,http://news.nana10.co.il/Article/?ArticleID=1075874
he,http://news.walla.co.il/?w=//2761538
he,http://news.walla.co.il/?w=//2762807
he,http://news.walla.co.il/?w=//2764368
he,http://news.walla.co.il/?w=//2764408
he,http://news.walla.co.il/?w=//2764872
he,http://news.walla.co.il/?w=//2766407
he,http://news.walla.co.il/?w=//2766557
he,http://news.walla.co.il/?w=//2767170
he,http://news.walla.co.il/?w=//2767292
he,http://news.walla.co.il/?w=//2770183
he,http://news.walla.co.il/?w=//2770673
he,http://news.walla.co.il/?w=//2771654
he,http://news.walla.co.il/?w=//2772545
he,http://news.walla.co.il/?w=//2773855
he,http://news.walla.co.il/?w=//2847705
he,http://news.walla.co.il/?w=//2857933
he,http://news.walla.co.il/?w=//2931794
he,http://news.walla.co.il/?w=/22/2770101
he,http://news.walla.co.il/?w=/2689/2762429
he,http://news.walla.co.il/?w=/2689/2762480
he,http://news.walla.co.il/?w=/2689/2766557
he,http://news.walla.co.il/?w=/2689/2770354
he,http://news.walla.co.il/?w=/2689/2776380
he,http://news.walla.co.il/?w=/9/2782017
he,http://observer.com/2015/03/how-the-ap-botched-its-investigation-of-civilian-deaths-in-the-israel-hamas-war/
he,http://old.justice.gov.il/NR/rdonlyres/3C2CEBAE-59F5-4A41-8710-D69839EABA03/43368/6909.pdf
he,http://rotter.net/
he,http://rotter.net/forum/scoops1/135166.shtml
he,http://taxes.gov.il/EmergencyInformationA_CompensationfundPropertyTax/Pages/ZukEitan2014.aspx
he,http://touch.walla.co.il/ExpandedItem.aspx?WallaId=1/2689/2777724
he,http://vanleerecon.wordpress.com/2014/08/18/888/
he,http://web.archive.org/web/20090626014827/http://www.idf.il/1133-22023-he/Dover.aspx
he,http://web.archive.org/web/20090626014827/http://www.idf.il/1133-21129-he/Dover.aspx
he,http://web.archive.org/web/20090626014827/http://www.idf.il/1133-21073-he/Dover.aspx
he,http://web.archive.org/web/20090626014827/http://www.idf.il/1133-20978-he/Dover.aspx
he,http://web.archive.org/web/20090626014827/http://www.idf.il/1133-21124-he/Dover.aspx
he,http://www.0404.co.il/post/17259
he,http://www.93fm.co.il/radio/125200/
he,http://www.al-monitor.com/pulse/originals/2014/07/protective-edge-disaster-hamas-gaza-strip-rockets.html#
he,http://www.alarab24.com/palestine/2014/8/28/98532/
he,http://www.altahrir.com/details.php?ID=56596&%C2%AB%D8%A7%D9%84%D9%82%D8%B3%D8%A7%D9%85%C2%BB:-%D9%85%D9%82%D8%AA%D9%84-131-%D8%B6%D8%A7%D8%A8%D8%B7%D9%8B%D8%A7-%D9%88%D8%AC%D9%86%D8%AF%D9%8A%D9%8B%D8%A7-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D9%8B%D8%A7-%D9%85%D9%86%D8%B0-%D8%A8%D8%AF%D8%A1-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%A9
he,http://www.btselem.org/hebrew/press_release/20140721_joint_statement_on_gaza
he,"http://www.calcalist.co.il/articles/0,7340,L-3559592,00.html"
he,"http://www.calcalist.co.il/articles/0,7340,L-3636516,00.html"
he,"http://www.calcalist.co.il/articles/0,7340,L-3635865,00.html"
he,"http://www.calcalist.co.il/articles/0,7340,L-3636380,00.html"
he,"http://www.calcalist.co.il/articles/0,7340,L-3640771,00.html"
he,http://www.cbn.com/cbnnews/insideisrael/2014/August/Gaza-Bishop-Hamas-Used-Church-to-Fire-Rockets-/
he,http://www.ch10.co.il/news/52199/#.VAg7bFV_uOM
he,http://www.erezfishler.com/2015/05/blog-post_18.html
he,http://www.forzionssake.022.co.il/BRPortal/br/P102.jsp?arc=975086
he,http://www.france24.com/en/20140720-egyptian-media-applauds-israel-gaza-offensive/
he,http://www.fresh.co.il/vBulletin/showthread.php?t=591958
he,http://www.glima.info/agreements/7037-2014.pdf
he,http://www.globes.co.il/news/article.aspx?fbdid=1000987765
he,http://www.glz.co.il/1138-90319-HE/Galatz.aspx
he,http://www.haaretz.co.il/magazine/1.2431096
he,http://www.haaretz.co.il/news/politics/.premium-1.2418358
he,http://www.haaretz.co.il/news/politics/1.2416944
he,http://www.handasa.org.il/page_15138
he,http://www.iba.org.il/bet/?entity=1025753&type=1
he,http://www.iba.org.il/bet/?entity=1029044&type=1&topic=0&page=
he,http://www.iba.org.il/bet/?entity=1035961&type=1
he,http://www.iba.org.il/bet/?entity=1036881&type=1
he,http://www.iba.org.il/bet/bet.aspx?type=1&entity=1029159
he,http://www.idf.il/1133-20978-he/Dover.aspx
he,http://www.idf.il/1133-21073-he/Dover.aspx
he,http://www.idf.il/1133-21154-he/Dover.aspx
he,http://www.idf.il/1133-21527-HE/Dover.aspx
he,http://www.idfblog.com/ProtectiveEdge/
he,http://www.idfblog.com/blog/2014/08/16/top-17-photos-operation-protective-edge/
he,http://www.idfblog.com/operationgaza2014/
he,http://www.idfblog.com/tzalashim/
he,http://www.independent.co.uk/news/world/middle-east/israelgaza-crisis-reconstruction-of-flattened-gaza-will-cost-5billion-palestinian-officials-say-9713905.html
he,http://www.inn.co.il/Articles/Article.aspx/12743
he,http://www.inn.co.il/News/News.aspx/280250
he,http://www.inn.co.il/News/News.aspx/280497
he,http://www.inn.co.il/News/News.aspx/282756
he,http://www.inn.co.il/News/News.aspx/292515
he,http://www.inn.co.il/News/News.aspx/302982
he,http://www.inss.org.il/uploadImages/systemFiles/%D7%A6%D7%95%D7%A7%20%D7%90%D7%99%D7%AA%D7%9F%20%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F%20%20XX%20%D7%A1%D7%95%D7%A4%D7%99.pdf
he,http://www.israeldefense.co.il/?CategoryID=483&ArticleID=6979
he,http://www.israeldefense.co.il/?CategoryID=411&ArticleID=3815
he,http://www.israeldefense.co.il/?CategoryID=411&ArticleID=6757
he,http://www.israeldefense.co.il/?CategoryID=411&ArticleID=6741
he,http://www.israeldefense.co.il/?CategoryID=472&ArticleID=6710
he,http://www.israeldefense.co.il/?CategoryID=411&ArticleID=6821
he,http://www.israeldefense.co.il/?CategoryID=483&ArticleID=6602
he,http://www.israeldefense.co.il/?CategoryID=411&ArticleID=6810
he,http://www.israeldefense.co.il/?CategoryID=483&ArticleID=6803
he,http://www.israeldefense.co.il/he/content/%D7%9E%D7%9C%D7%97%D7%9E%D7%AA-%D7%94%D7%A8%D7%9E%D7%93%D7%90%D7%9F-%D7%A9%D7%9C-%D7%94%D7%97%D7%9E%D7%90%D7%A1
he,http://www.israelhayom.co.il/article/201705
he,http://www.israelhayom.co.il/article/208891
he,http://www.israelhayom.co.il/article/212077
he,http://www.israelhayom.co.il/article/364767
he,http://www.israelhayom.co.il/opinion/205467
he,http://www.israelilifeusa.com/america/5558
he,http://www.jpost.com/Arab-Israeli-Conflict/Scale-of-Gaza-destruction-unprecedented-rehabilitation-will-cost-78-billion-PA-says-374460
he,http://www.justice.gov.il/NR/rdonlyres/AAAE3388-4E56-4F9D-A5A4-79B309006733/43257/7406.pdf
he,http://www.kolzchut.org.il/he/%D7%A6%D7%95%D7%A7_%D7%90%D7%99%D7%AA%D7%9F_-_%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA_%D7%91%D7%9E%D7%A6%D7%91_%D7%97%D7%99%D7%A8%D7%95%D7%9D
he,http://www.law.idf.il/163-6856-he/Patzar.aspx
he,http://www.law.idf.il/163-6857-he/Patzar.aspx
he,http://www.law.idf.il/163-7350-he/Patzar.aspx
he,http://www.law.idf.il/261-6957-he/Patzar.aspx
he,http://www.liberation.fr/monde/2014/07/24/tu-dois-quitter-gaza-au-plus-vite-et-arreter-de-travailler_1069701
he,http://www.maariv.co.il/news/new.aspx?0r9VQ=GEGHI&pn6Vq=EE
he,http://www.maariv.co.il/news/new.aspx?pn6Vq=E&0r9VQ=FKDJE
he,http://www.maariv.co.il/news/new.aspx?pn6Vq=E&0r9VQ=GEDGI
he,http://www.maariv.co.il/news/new.aspx?pn6Vq=E&0r9VQ=GDGKH
he,http://www.mako.co.il/news-military/israel/Article-788b943e1681841004.htm
he,http://www.mako.co.il/news-military/israel-q2_2015/Article-6d07715b761fd41004.htm
he,http://www.mako.co.il/news-military/politics/Article-768b03fb8101741004.htm
he,http://www.mako.co.il/news-military/politics/Article-7226d1d1d1ca741004.htm
he,http://www.mako.co.il/news-military/security/Article-83af72ede931841004.htm
he,http://www.mako.co.il/news-military/security/Article-ce0e005d49fe641004.htm
he,http://www.mako.co.il/news-military/security/Article-0e6285437a26741004.htm
he,http://www.mako.co.il/news-military/security/Article-9c57c42358a3741004.htm
he,http://www.mako.co.il/news-military/security/Article-ee2ddab186d5741004.htm
he,http://www.mako.co.il/news-military/security-tzuk-eitan/Article-1c5b3296f743741004.htm
he,http://www.mako.co.il/news-military/security/Article-ddacfa4f511a741004.htm
he,http://www.mako.co.il/news-military/security/Article-a0440af6f07a741004.htm
he,http://www.mako.co.il/news-military/security/Article-e16c15355c37741004.htm
he,http://www.mako.co.il/news-military/security/Article-5c2ecc4fef49741004.htm
he,http://www.mako.co.il/news-military/security-q2_2015/Article-e65c0d1a0213e41004.htm
he,http://www.mako.co.il/news-military/security-q3_2017/Article-fa8643f7984dd51004.htm
he,http://www.mako.co.il/news-money/economy/Article-49a83b445c5d741004.htm
he,http://www.mako.co.il/news-world/arab/Article-4fddf16d03d9741004.htm
he,http://www.mako.co.il/news-world/international/Article-53cb99a65094741004.htm
he,http://www.mako.co.il/news-world/international/Article-b24fe5e9c9f2741004.htm
he,http://www.mako.co.il/nexter-internet/social-networks-facebook/Article-cacd4b7dc83f741006.htm?partner=obnetwork
he,http://www.mako.co.il/pzm-israel-wars/operation-protective-edge/Article-b2dc51870fc5741006.htm
he,http://www.mako.co.il/pzm-israel-wars/operation-protective-edge/Article-5ff0c73a2b71841006.htm
he,http://www.mako.co.il/pzm-magazine/Article-d66d9e7d7fb7741006.htm
he,http://www.mako.co.il/pzm-magazine/war-games/Article-434c4d8eaa63841006.htm
he,http://www.mako.co.il/pzm-magazine/war-games/Article-4f23bac2a821841006.htm
he,http://www.mako.co.il/pzm-units/armored-corps/Article-206940555b87741006.htm
he,http://www.mako.co.il/special-p-il/articles/Article-68426246fd0a741006.htm
he,http://www.memri.org.il/cgi-webaxy/sal/sal.pl?lang=he&ID=107345_memri&act=show&dbid=articles&dataid=3675
he,http://www.mevaker.gov.il/(X(1)S(w2y5fnwdj5yl4ntpr0t0cljm))/he/Reports/Pages/568.aspx?AspxAutoDetectCookieSupport=1
he,http://www.mezan.org/en/details.php?id=19396&ddname=IOF&id2=9&id_dept=9&p=center
he,http://www.navy.idf.il/994-8598-he/Navy.aspx
he,http://www.nevo.co.il/Law_word/law06/tak-7497.pdf
he,http://www.news1.co.il/Archive/001-D-352977-00.html
he,http://www.news1.co.il/Archive/001-D-352971-00.html
he,http://www.newsweek.com/video-shows-gaza-residents-acting-human-shields-israeli-forces-258223
he,http://www.nrg.co.il/online/1/ART2/691/951.html
he,http://www.nytimes.com/interactive/2014/08/03/world/middleeast/assessing-the-damage-and-destruction-in-gaza.html?_r=0
he,http://www.ochaopt.org/documents/gaza_crisis_appeal_9_september.pdf
he,http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10491:statistics-victims-of-the-israeli-offensive-on-gaza-since-08-july-2014&catid=145:in-focus
he,http://www.shabak.gov.il/publications/monthly/pages/default.aspx
he,http://www.shabak.gov.il/publications/study/Pages/NewItem090714.aspx
he,http://www.terrorism-info.org.il/en/article/20708
he,http://www.terrorism-info.org.il/en/article/20774
he,http://www.terrorism-info.org.il/he/article/20669
he,http://www.terrorism-info.org.il/he/article/20711
he,http://www.terrorism-info.org.il/he/article/20719
he,http://www.terrorism-info.org.il/he/article/20709
he,http://www.theaustralian.com.au/opinion/trapped-in-gaza-how-hamas-punishes-reporters-for-the-truth/story-e6frg6zo-1227007768903
he,http://www.theguardian.com/world/2014/aug/11/damage-gaza-homes-israel-hamas-conflict
he,http://www.themarker.com/1.2384850
he,http://www.themarker.com/1.2400357
he,http://www.themarker.com/1.2423993
he,http://www.themarker.com/markerweek/1.2393859
he,http://www.themarker.com/news/1.2397738
he,http://www.themarker.com/technation/1.2392791
he,http://www.thepost.co.il/news/new.aspx?pn6Vq=EE&0r9VQ=FMDGJ
he,http://www.timesofisrael.com/gaza-archbishop-says-rockets-fired-from-church/
he,http://www.timesofisrael.com/hamas-threatening-journalists-in-gaza-who-expose-abuse-of-civilians/
he,http://www.unrwa.org/newsroom/press-releases/unrwa-strongly-condemns-placement-rockets-school
he,"http://www.yediot.co.il/articles/0,7340,L-4837490,00.html"
he,"http://www.ynet.co.il/articles/0,7340,L-4548741,00.html"
he,"http://www.ynet.co.il/articles/0,7340,L-4555365,00.html"
he,"http://www.ynet.co.il/articles/0,7340,L-4547228,00.html"
he,"http://www.ynet.co.il/articles/0,7340,L-4566748,00.html"
he,"http://www.ynet.co.il/articles/0,7340,L-4544260,00.html"
he,"http://www.ynet.co.il/home/0,7340,L-11584,00.html"
he,"http://www.ynetnews.com/articles/0,7340,L-4553643,00.html"
he,http://www.youtube.com/playlist?list=PLObnKQho8o8PNUxfldeGNOsDFdazchJH8
he,http://www.youtube.com/watch?v=8O9AHzUKYk8
he,http://www.youtube.com/watch?v=Zhu_PrIf71A
he,http://www.youtube.com/watch?v=u57yxd753f8
he,https://docs.google.com/a/ngphoto.biz/spreadsheets/d/1AqLhz84lMCcvopizH52MPKb8gsbLEuBF7U2rk51tFXw/edit#gid=0
he,https://docs.google.com/spreadsheets/d/1AqLhz84lMCcvopizH52MPKb8gsbLEuBF7U2rk51tFXw/edit?pli=1#gid=0
he,https://www.globes.co.il/news/article.aspx?did=1000956924
he,https://www.globes.co.il/news/article.aspx?did=1000959086
he,https://www.globes.co.il/news/article.aspx?did=1000956037
he,https://www.globes.co.il/news/article.aspx?did=1000960669
he,https://www.globes.co.il/news/article.aspx?did=1000955002
he,https://www.globes.co.il/news/article.aspx?did=1000967204
he,https://www.globes.co.il/news/article.aspx?did=1000961560
he,https://www.haaretz.co.il/1.2373486
he,https://www.haaretz.co.il/1.2385575
he,https://www.haaretz.co.il/1.2387334
he,https://www.haaretz.co.il/1.2388066
he,https://www.haaretz.co.il/1.2391762
he,https://www.haaretz.co.il/1.2392959
he,https://www.haaretz.co.il/1.2393220
he,https://www.haaretz.co.il/1.2394148
he,https://www.haaretz.co.il/1.2395257
he,https://www.haaretz.co.il/1.2398360
he,https://www.haaretz.co.il/1.2399706
he,https://www.haaretz.co.il/1.2412798
he,https://www.haaretz.co.il/1.2425438
he,https://www.haaretz.co.il/1.2435342
he,https://www.haaretz.co.il/1.2460677
he,https://www.haaretz.co.il/1.2528256
he,https://www.haaretz.co.il/1.2533543
he,https://www.haaretz.co.il/1.2605852
he,https://www.haaretz.co.il/1.2660973
he,https://www.makorrishon.co.il/nrg/online/1/ART2/594/185.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/597/355.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/598/487.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/598/443.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/598/992.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/600/130.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/601/518.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/604/080.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/598/341.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/613/102.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/616/501.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/602/406.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/604/061.html
he,https://www.makorrishon.co.il/nrg/online/1/ART2/605/451.html
he,"https://www.ynet.co.il/articles/0,7340,L-4548727,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4902716,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4562115,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4562480,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4543465,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4541519,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4550905,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4551253,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4548248,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4546246,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4551455,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4553298,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4553489,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4560606,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4563919,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4552538,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4545354,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4546131,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4546123,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4548343,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4549047,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4550009,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4553362,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4554828,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4550567,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4551533,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4541854,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4552432,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4553618,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4557740,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4556623,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4547885,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4562364,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4549640,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4895255,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4968549,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4603834,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4555306,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4558859,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4564529,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4539813,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4545568,00.html"
he,"https://www.ynet.co.il/articles/0,7340,L-4565230,00.html"
he,https://www.youtube.com/watch?v=QEukZi-9awU
he,https://www.youtube.com/watch?v=RapH9BReHIE
he,https://www.youtube.com/watch?v=mhvQ_kyWyxw
he,https://www.youtube.com/watch?v=pwfUjR6yoPw
hr,http://blogs.timesofisrael.com/operation-protective-edge-a-comprehensive-summary/
hr,http://time.com/2984308/reports-hamas-armed-wing-rejects-egypts-ceasefire-plan/
hr,http://www.algemeiner.com/2014/07/07/israel-under-fire-gaza-rockets-target-ashkelon-ashdod-sirens-heard-across-the-country/
hr,http://www.algemeiner.com/2014/07/16/idf-says-at-least-100-hamas-rockets-hit-within-gaza/
hr,http://www.algemeiner.com/2014/07/29/israel-strikes-over-70-gaza-targets-in-overnight-raids/
hr,http://www.dailystar.com.lb/News/Middle-East/2014/Jul-20/264469-hamas-says-accepts-call-for-3-hour-humanitarian-truce.ashx#axzz38sWACb38
hr,http://www.globalpost.com/dispatch/news/afp/140718/main-events-israels-operation-protective-edge
hr,http://www.jpost.com/Operation-Protective-Edge/Analysis-Stage-three-looms-if-Operation-Protective-Edge-368889
hr,http://www.timesofisrael.com/name-protective-edge-doesnt-cut-it/
hu,http://america.aljazeera.com/articles/2014/7/7/israel-launched-deadlyairstrikesingaza.html
hu,http://america.aljazeera.com/articles/2014/7/8/israeli-palestinianclashesupsettingisraelifaithinstatusquo.html
hu,http://america.aljazeera.com/articles/2014/7/26/gaza-israel-hamas.html
hu,http://bigstory.ap.org/article/israel-says-its-downed-drone-along-southern-coast
hu,http://bigstory.ap.org/article/israeli-begins-redeploying-along-gaza-border
hu,http://english.farsnews.com/newstext.aspx?nn=13930512000226
hu,http://glz.co.il/1064-46121-HE/Galatz.aspx
hu,http://gulftoday.ae/portal/5b9bc7fd-ecee-4c5e-9b38-56fca9e87cdb.aspx
hu,http://mondoweiss.net/2014/08/ceasefire-against-evidence.html
hu,http://news.xinhuanet.com/english/world/2014-07/23/c_133505712.htm
hu,http://news.yahoo.com/gaza-dispute-over-civilian-vs-combatant-deaths-181755421.html
hu,http://www.aa.com.tr/en/news/367402--hamas-violates-gaza-truce-israeli-pm-tells-kerry
hu,http://www.algemeiner.com/2014/07/29/hamas-police-shoot-kill-starving-gazans-a-day-after-executing-protesters/
hu,http://www.aljazeera.com/news/middleeast/2014/07/israel-temporarily-halt-fire-gaza-strip-201471620212427540.html
hu,http://www.aljazeera.com/news/middleeast/2014/08/ceasefire-gaza-strip-20148145731196790.html
hu,http://www.aljazeera.com/news/middleeast/2014/07/death-toll-climbs-as-israel-bombards-gaza-201471092828483396.html
hu,http://www.aljazeera.com/news/middleeast/2014/07/gaza-toll-passes-100-as-israel-raids-continue-2014711104221774156.html
hu,http://www.bbc.com/news/world-middle-east-28688179
hu,http://www.btselem.org/gaza_strip/20140713_palestinians_killed_in_illegal_attacks_on_houses
hu,http://www.cbc.ca/news/world/gaza-conflict-israel-hamas-both-committing-war-crimes-un-official-says-1.2723446
hu,http://www.cbsnews.com/news/israel-ids-2-main-suspects-in-teens-disappearance/
hu,http://www.cnn.com/2014/07/21/world/meast/mideast-crisis/
hu,http://www.cnn.com/2014/08/01/world/meast/mideast-crisis/
hu,http://www.csmonitor.com/World/Middle-East/2014/0707/Ending-detente-Hamas-takes-responsibility-for-today-s-spike-in-rocket-fire-video
hu,http://www.dailymail.co.uk/news/article-2712656/Israel-Gaza-ceasefire-ends-sides-blame-breaching-truce.html
hu,http://www.dailymail.co.uk/wires/ap/article-2707252/Israeli-Arabs-caught-middle-Gaza-war.html
hu,http://www.digitaljournal.com/news/world/new-israeli-air-strikes-bring-gaza-toll-to-200-medics/article/390129
hu,http://www.economist.com/news/middle-east-and-africa/21606288-murder-three-kidnapped-israeli-youths-has-set-dangerous-new-spate
hu,http://www.economist.com/news/middle-east-and-africa/21607895-hamas-wants-two-big-concessions-it-may-not-get-them-why-hamas-fires-those-rockets
hu,http://www.foxnews.com/world/2014/07/26/humanitarian-cease-fire-in-gaza-takes-effect
hu,http://www.globes.co.il/en/article-Operation-Protective-Edge-to-cost-NIS-85b-1000953306
hu,http://www.haaretz.com/news/diplomacy-defense/1.603472
hu,http://www.haaretz.com/news/diplomacy-defense/.premium-1.604437
hu,http://www.haaretz.com/news/diplomacy-defense/1.604161
hu,http://www.hrw.org/news/2014/07/09/palestineisrael-indiscriminate-palestinian-rocket-attacks
hu,http://www.i24news.tv/en/news/international/middle-east/38508-140728-hamas-executes-30-suspected-collaborators-report
hu,http://www.i24news.tv/en/news/israel/diplomacy-defense/39097-140803-analysis-israel-s-victorious-withdrawal-from-gaza
hu,http://www.ibtimes.com/mystery-surrounds-death-ayman-taha-former-hamas-spokesperson-1652866
hu,http://www.jewishexponent.com/headlines/2014/07/rocket-seriously-injures-israeli-teen-in-ashkelon-dual-citizens-leave-gaza
hu,http://www.jewishpress.com/news/breaking-news/idfs-operation-protective-edge-begins-against-gaza/2014/07/08/
hu,http://www.jewishpress.com/news/breaking-news/rocket-sirens-in-tel-aviv-and-ben-gurion-airport/2014/07/13/
hu,http://www.jpost.com/Operation-Brothers-Keeper/In-extended-version-of-kidnapped-teens-call-to-police-murderers-heard-singing-in-celebration-361270
hu,http://www.jpost.com/Operation-Protective-Edge/Hamas-All-Israelis-now-targets-for-missile-attacks-361965
hu,http://www.jpost.com/Operation-Protective-Edge/Barrage-of-rockets-fired-from-Gaza-despite-Israels-acceptance-of-ceasefire-362839
hu,http://www.jpost.com/Operation-Protective-Edge/Report-Hamas-executes-alleged-spies-shoots-protesters-in-Gaza-369331
hu,http://www.jpost.com/Pillar-of-Defense/Entire-Hamas-leadership-in-West-Bank-in-Israeli-custody-some-may-be-deported-359462
hu,http://www.latimes.com/world/middleeast/la-fg-israel-withdraws-troops-as-72-hour-gaza-truce-begins-20140805-story.html
hu,http://www.lrb.co.uk/v36/n15/mouin-rabbani/israel-mows-the-lawn
hu,http://www.lrb.co.uk/v36/n16/nathan-thrall/hamass-chances
hu,http://www.maannews.net/eng/ViewDetails.aspx?ID=713721
hu,http://www.maannews.net/eng/ViewDetails.aspx?ID=710388
hu,http://www.maannews.net/eng/ViewDetails.aspx?ID=716306
hu,http://www.middleeasteye.net/news/20-palestinians-killed-overnight-un-holds-emergency-talks-980381607
hu,http://www.newrepublic.com/article/118630/israel-palestine-murders-cause-criss-will-john-kerry-step
hu,http://www.nrg.co.il/online/1/ART2/600/825.html?hp=1&cat=875&loc=1
hu,http://www.nytimes.com/2014/07/09/world/middleeast/israel-steps-up-offensive-against-hamas-in-gaza.html
hu,http://www.nytimes.com/2014/07/09/world/middleeast/israel-steps-up-offensive-against-hamas-in-gaza.html?_r=0
hu,http://www.nytimes.com/2014/07/26/world/middleeast/israel-gaza-strip.html?_r=0
hu,http://www.nytimes.com/2014/08/02/world/middleeast/israel-gaza-conflict.html?_r=0
hu,http://www.nytimes.com/2014/08/06/world/middleeast/civilian-or-not-new-fight-in-tallying-the-dead-from-the-gaza-conflict.html?_r=0
